This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"145123","MC CUNE 6 SW",-95.1000,37.3000,253,"COOP","145123"
"145173","MEDICINE LOD",-98.5800,37.2767,448,"COOP","145173"
"145371","MINNEOLA",-100.0167,37.4500,778,"COOP","145371"
"145768","NILES",-97.4667,38.9667,366,"COOP","145768"
"146076","OSAGE CITY 4",-95.8667,38.6667,357,"COOP","146076"
"146088","OSBORNE",-98.6944,39.4286,491,"COOP","146088"
"146374","PHILLIPSBURG",-99.3186,39.7394,581,"COOP","146374"
"146427","PLAINS",-100.6000,37.2667,842,"COOP","146427"
"146455","PLEASANTON",-94.7000,38.1833,265,"COOP","146455"
"146563","PRESTON 7 NW",-98.6667,37.8000,573,"COOP","146563"
"146677","RANDOLPH",-96.7333,39.4500,326,"COOP","146677"
"146725","READING 2 N",-95.9500,38.5500,320,"COOP","146725"
"147049","RUSSELL SPRI",-101.1711,38.9117,887,"COOP","147049"
"147073","SABETHA LAKE",-95.9000,39.9000,381,"COOP","147073"
"147075","SAFFORDVILLE",-96.4456,38.3914,354,"COOP","147075"
"147273","SCOTT CITY 1",-100.9167,38.6667,869,"COOP","147273"
"147832","STOCKTON 1 E",-99.2453,39.4453,540,"COOP","147832"
"148191","TORONTO LAKE",-95.9333,37.7417,290,"COOP","148191"
"148608","WAVERLY",-95.6000,38.4000,341,"COOP","148608"
"148719","WESTMORELAND",-96.4167,39.4000,387,"COOP","148719"
"148970","WINKLER",-96.8333,39.4667,326,"COOP","148970"
"149040","WORDEN",-95.3667,38.8000,335,"COOP","149040"
"160244","ANGOLA",-91.5833,30.9500,12,"COOP","160244"
"160253","ANTIOCH FIRE",-93.0000,32.8833,106,"COOP","160253"
"160277","ARCADIA",-92.9186,32.5511,122,"COOP","160277"
"160555","BATON ROUGE",-91.2069,30.4292,6,"COOP","160555"
"160639","BELAH FIRE T",-92.1833,31.6333,60,"COOP","160639"
"161703","CHATHAM",-92.4500,32.3167,55,"COOP","161703"
"161807","CINCLARE",-91.2333,30.4000,9,"COOP","161807"
"161891","CLINTON 4 EN",-90.9372,30.8764,76,"COOP","161891"
"161941","COLFAX",-92.7142,31.5183,21,"COOP","161941"
"162361","DE QUINCY",-93.4692,30.4347,15,"COOP","162361"
"162800","ELIZABETH",-92.7833,30.8500,38,"COOP","162800"
"163079","FARMERVILLE",-92.4075,32.7750,55,"COOP","163079"
"163321","FRANKLINTON",-90.1667,30.8500,38,"COOP","163321"
"163327","FRANKLINTON",-90.1800,30.8186,44,"COOP","163327"
"163657","GLOSTER 1 W",-93.8333,32.2000,79,"COOP","163657"
"163794","GRAND CANE F",-93.8000,32.1333,106,"COOP","163794"
"163804","GRAND ECORE",-93.0867,31.8078,46,"COOP","163804"
"163877","GREENWOOD FI",-94.0003,32.4175,107,"COOP","163877"
"163930","GUEYDAN 5 S",-92.5167,29.9500,3,"COOP","163930"
"164034","HAMMOND",-90.4731,30.4839,10,"COOP","164034"
"164050","HANNA 4 SSE",-93.3183,31.9158,38,"COOP","164050"
"164131","HAYNESVILLE",-93.1300,32.9689,101,"COOP","164131"
"164734","JONESVILLE 4",-91.8333,31.6833,16,"COOP","164734"
"164884","KINDER 3 W",-92.9000,30.5000,15,"COOP","164884"
"165065","LAKE ARTHUR",-92.8144,30.0031,3,"COOP","165065"
"165075","LAKE CHARLES",-93.2167,30.2167,5,"COOP","165075"
"165522","LOGANSPORT",-94.0003,31.9672,58,"COOP","165522"
"165527","LOGANSPORT 4",-93.9500,31.9833,64,"COOP","165527"
"165584","LONGVILLE",-93.2333,30.6000,35,"COOP","165584"
"165908","MARION 7 SE",-92.1667,32.8167,46,"COOP","165908"
"166117","MELVILLE",-91.7333,30.6833,9,"COOP","166117"
"166157","METAIRIE",-90.1431,29.9903,0,"COOP","166157"
"166271","MITTIE 2 SE",-92.8833,30.7000,18,"COOP","166271"
"166305","MONROE LOCK",-92.1167,32.4667,24,"COOP","166305"
"166308","MONROE # 2",-92.1361,32.5181,9,"COOP","166308"
"166659","NEW ORLEANS",-90.0833,29.9500,1,"COOP","166659"
"166669","NEW ORLEANS",-90.1333,29.9500,6,"COOP","166669"
"166671","NEW ORLEANS",-90.1000,29.9333,0,"COOP","166671"
"166672","NEW ORLEANS",-90.0167,29.9833,3,"COOP","166672"
"166675","NEW ORLEANS",-90.0667,29.9833,3,"COOP","166675"
"166868","OAK RIDGE",-91.7731,32.6258,27,"COOP","166868"
"167421","POLLOCK FORE",-92.4667,31.5000,70,"COOP","167421"
"167897","RIVERTON LOC",-92.1000,32.1833,24,"COOP","167897"
"168094","SAILES FIRE",-93.1428,32.3589,110,"COOP","168094"
"168295","SCHRIEVER",-90.8167,29.7333,6,"COOP","168295"
"168507","SIMMESPORT",-91.8167,30.9833,15,"COOP","168507"
"168669","SPEARSVILLE",-92.5667,32.9000,61,"COOP","168669"
"168683","SPRINGHILL",-93.4419,32.9922,73,"COOP","168683"
"168715","SPRINGVILLE",-90.6500,30.4333,4,"COOP","168715"
"168828","SUGARTOWN",-93.0167,30.8500,52,"COOP","168828"
"169235","URANIA",-92.3000,31.8667,31,"COOP","169235"
"169319","VERMILION LO",-92.2000,29.7833,3,"COOP","169319"
"169369","VILLE PLATTE",-92.2819,30.6942,21,"COOP","169369"
"169375","VINTON",-93.5811,30.1922,4,"COOP","169375"
"169610","WESTDALE 3 S",-93.5000,32.1667,42,"COOP","169610"
"169631","WEST MONROE",-92.1483,32.4600,23,"COOP","169631"
"169809","WINONA FIRE",-92.6553,32.0294,67,"COOP","169809"
"169865","WOODWORTH 2",-92.4667,31.1167,35,"COOP","169865"
"210195","ANGUS 1 N",-96.7000,48.1000,265,"COOP","210195"
"210390","BABBITT 2 SE",-91.9167,47.6833,492,"COOP","210390"
"210541","BEARDSLEY",-96.7167,45.5500,332,"COOP","210541"
"210559","BEAVER",-92.0167,44.1500,220,"COOP","210559"
"210643","BEMIDJI",-94.8878,47.5475,419,"COOP","210643"
"210783","BIRD ISLAND",-94.9000,44.7667,332,"COOP","210783"
"210826","BLANCHARD PO",-94.3500,45.8667,329,"COOP","210826"
"211245","CAMPBELL",-96.4092,46.0958,296,"COOP","211245"
"211303","CARIBOU 2 S",-96.4639,48.9511,311,"COOP","211303"
"211465","CHASKA",-93.5833,44.8000,219,"COOP","211465"
"211669","COKATO",-94.2500,45.0500,326,"COOP","211669"
"211776","COOK 18 W",-93.0667,47.8667,401,"COOP","211776"
"211840","COTTON",-92.4667,47.1700,405,"COOP","211840"
"212246","DULUTH HARBO",-92.0903,46.7681,186,"COOP","212246"
"212476","ELBOW LAKE 5",-95.8756,46.0108,358,"COOP","212476"
"212904","FORT RIPLEY",-94.3656,46.1806,346,"COOP","212904"
"213206","GONVICK 2 W",-95.5167,47.7333,397,"COOP","213206"
"213455","HALLOCK",-96.9500,48.7667,247,"COOP","213455"
"213727","HIBBING POWE",-92.9667,47.4333,467,"COOP","213727"
"213756","HIGH LANDING",-95.8500,48.0667,351,"COOP","213756"
"213921","HOYT LAKES 5",-92.1333,47.5833,464,"COOP","213921"
"214096","ISLAND LAKE",-92.2333,46.9833,418,"COOP","214096"
"214213","KARLSTAD",-96.5167,48.5833,325,"COOP","214213"
"214306","KETTLE FALLS",-92.6444,48.5011,342,"COOP","214306"
"214641","LE CENTER 2",-93.7167,44.3833,326,"COOP","214641"
"214778","LITCHFIELD",-94.5375,45.1369,345,"COOP","214778"
"214937","LUVERNE",-96.2022,43.6658,457,"COOP","214937"
"215012","MAHNOMEN 1 W",-95.9833,47.3167,367,"COOP","215012"
"215020","MAHONING MIN",-92.9833,47.4667,482,"COOP","215020"
"215136","MAPLE PLAIN",-93.6500,45.0000,296,"COOP","215136"
"215298","MEADOWLANDS",-92.7333,46.9833,387,"COOP","215298"
"215571","MONTGOMERY",-93.6631,44.4597,320,"COOP","215571"
"216007","NORTH MANKAT",-94.0333,44.1667,239,"COOP","216007"
"216148","OKLEE",-95.8500,47.8333,351,"COOP","216148"
"216224","ORTONVILLE",-96.4500,45.3000,299,"COOP","216224"
"216795","RED LAKE IND",-95.0161,47.8769,372,"COOP","216795"
"216849","REMER NO 2",-93.9150,47.0622,410,"COOP","216849"
"216972","RIVERTON",-94.0500,46.4667,354,"COOP","216972"
"217087","ROSEAU",-95.7675,48.8486,319,"COOP","217087"
"217308","ST FRANCIS 4",-93.3667,45.3333,262,"COOP","217308"
"218025","STEWART",-94.3425,44.7344,317,"COOP","218025"
"218243","THIEF RIVER",-96.1833,48.0667,340,"COOP","218243"
"218543","VIRGINIA",-92.5500,47.5000,439,"COOP","218543"
"218763","WAYLAND 12 N",-94.5167,48.6000,340,"COOP","218763"
"218939","WHITEFACE RE",-92.1833,47.2833,445,"COOP","218939"
"219085","WINSTED",-94.0497,44.9736,314,"COOP","219085"
"219101","WINTON POWER",-91.7667,47.9333,408,"COOP","219101"
"219166","WORTHINGTON",-95.6000,43.6167,485,"COOP","219166"
"219208","YOUNG AMERIC",-94.0167,44.8056,299,"COOP","219208"
"220841","BLACK HAWK",-90.0167,33.3333,79,"COOP","220841"
"221606","CHARLESTON",-90.0681,34.0039,55,"COOP","221606"
"221738","CLEVELAND",-90.7389,33.7367,40,"COOP","221738"
"221764","CLINTON EXP",-90.3167,32.3000,98,"COOP","221764"
"222099","CRYSTAL SPRI",-90.3167,32.0333,113,"COOP","222099"
"223611","GREENVILLE 8",-91.1333,33.3000,40,"COOP","223611"
"223614","GREENWOOD",-90.1833,33.5167,39,"COOP","223614"
"224155","HOLLY BLUFF",-90.7167,32.8167,31,"COOP","224155"
"225070","LIBERTY 5 W",-90.8944,31.1631,105,"COOP","225070"
"226351","NITTA YUMA",-90.8500,33.0333,34,"COOP","226351"
"226562","ONWARD",-90.9400,32.7250,32,"COOP","226562"
"227537","ROCKPORT",-90.1525,31.7967,61,"COOP","227537"
"227582","ROSEDALE",-91.0167,33.8500,46,"COOP","227582"
"227886","SCOTT",-91.0833,33.6000,43,"COOP","227886"
"228591","SWAN LAKE",-90.3214,33.8472,44,"COOP","228591"
"228996","TUNICA",-90.3833,34.6833,58,"COOP","228996"
"229101","UTICA",-90.6333,32.1000,85,"COOP","229101"
"229154","VANCE 1 SW",-90.3667,34.0667,46,"COOP","229154"
"229216","VICKSBURG MI",-90.8444,32.3567,78,"COOP","229216"
"229850","YAZOO CITY",-90.4000,32.8667,37,"COOP","229850"
"230051","ALBANY",-94.3308,40.2486,267,"COOP","230051"
"230127","ALTON 6 SE",-91.3044,36.6300,247,"COOP","230127"
"230179","ANNAPOLIS 3",-90.7667,37.3000,180,"COOP","230179"
"230224","ARCADIA 3 N",-90.6181,37.6325,308,"COOP","230224"
"230357","AUXVASSE 4 S",-91.9167,38.9667,262,"COOP","230357"
"230365","AVA RANGER S",-92.6667,36.9500,390,"COOP","230365"
"230539","BELLEVIEW 2",-90.7800,37.6900,331,"COOP","230539"
"230668","BIRCH TREE",-91.5000,36.9833,305,"COOP","230668"
"231101","BUNKER 4 N",-91.1939,37.5139,366,"COOP","231101"
"231212","CAMDENTON 2",-92.7667,38.2167,314,"COOP","231212"
"231356","CARTHAGE 5 S",-94.3092,37.0967,320,"COOP","231356"
"231467","CENTERVILLE",-90.9644,37.4367,256,"COOP","231467"
"231704","CLIFTON CITY",-93.0167,38.7500,223,"COOP","231704"
"231870","COOK STATION",-91.4333,37.8167,302,"COOP","231870"
"231980","CRANE MOUNTA",-90.6333,37.4500,290,"COOP","231980"
"232004","CROCKER",-92.2667,37.9500,332,"COOP","232004"
"232043","CUBA",-91.4000,38.0667,305,"COOP","232043"
"232563","ELLSINORE",-90.7500,36.9333,226,"COOP","232563"
"232823","FAYETTE",-92.7000,39.1333,229,"COOP","232823"
"232881","FISK",-90.2033,36.7828,101,"COOP","232881"
"232995","FOUNTAIN GRO",-93.3000,39.7000,204,"COOP","232995"
"233102","GALLATIN 4W",-93.9633,39.9108,282,"COOP","233102"
"233178","GERALD",-91.3333,38.4000,271,"COOP","233178"
"233341","GRANBY",-94.2833,36.9667,345,"COOP","233341"
"233451","GREENVILLE 6",-90.4500,37.2000,149,"COOP","233451"
"233483","GROVESPRING",-92.6006,37.4353,415,"COOP","233483"
"233537","HAILEY 3 WSW",-93.7667,36.7000,400,"COOP","233537"
"233596","HANNIBAL 1 N",-91.3500,39.7000,149,"COOP","233596"
"233649","HARRISONVILL",-94.3333,38.6500,275,"COOP","233649"
"233713","HAZELGREEN 1",-92.4667,37.6667,294,"COOP","233713"
"234291","JEROME",-91.9769,37.9233,216,"COOP","234291"
"234379","KANSAS CITY",-94.5833,39.0333,259,"COOP","234379"
"234625","KOSHKONONG",-91.6500,36.6000,293,"COOP","234625"
"234978","LINNEUS",-93.1833,39.8833,255,"COOP","234978"
"235093","LOUISIANA ST",-91.0667,39.4333,142,"COOP","235093"
"235121","LUCERNE",-93.3000,40.4667,289,"COOP","235121"
"235175","MACON",-92.4667,39.7167,262,"COOP","235175"
"235183","MADISON",-92.0306,39.4725,213,"COOP","235183"
"235519","MERCER 6 NW",-93.6000,40.5500,268,"COOP","235519"
"235708","MONROE CITY",-91.7333,39.6500,219,"COOP","235708"
"235861","MOUNT VERNON",-93.8667,37.0667,354,"COOP","235861"
"236302","OLDFIELD",-93.0239,36.9756,378,"COOP","236302"
"236357","OREGON",-95.1464,39.9808,319,"COOP","236357"
"236407","OSCEOLA 3 NE",-93.6500,38.0833,256,"COOP","236407"
"236438","OWENSVILLE",-91.5000,38.3500,287,"COOP","236438"
"236468","PACIFIC 3 S",-90.7328,38.4469,197,"COOP","236468"
"236509","PARIS 5 S",-92.0039,39.4142,234,"COOP","236509"
"236739","PLATTSBURG",-94.4667,39.5547,274,"COOP","236739"
"236748","PLEASANT HIL",-94.2833,38.7833,287,"COOP","236748"
"236934","PUXICO 1 SE",-90.1500,36.9333,122,"COOP","236934"
"237122","RICHWOODS",-90.8333,38.1500,246,"COOP","237122"
"237214","ROBY",-92.1333,37.5000,427,"COOP","237214"
"237309","ROUND SPRING",-91.4278,37.2597,249,"COOP","237309"
"237452","ST LOUIS SCI",-90.2706,38.6314,150,"COOP","237452"
"237465","ST LOUIS ST",-90.2333,38.6333,171,"COOP","237465"
"237645","SELIGMAN",-93.9367,36.5419,466,"COOP","237645"
"237674","SEYMOUR 1 NN",-92.7667,37.1500,512,"COOP","237674"
"237728","SHELBYVILLE",-92.0333,39.8000,229,"COOP","237728"
"238043","STEELVILLE 2",-91.3706,38.0053,213,"COOP","238043"
"238112","STOVER",-92.9950,38.4408,320,"COOP","238112"
"238171","SULLIVAN",-91.1528,38.2147,287,"COOP","238171"
"238188","SUMNER 3 SW",-93.2900,39.6367,210,"COOP","238188"
"238412","TOPAZ 4 NE",-92.2000,36.9667,336,"COOP","238412"
"238444","TRENTON",-93.6086,40.0825,255,"COOP","238444"
"238456","TROY",-91.0000,38.9500,171,"COOP","238456"
"238569","VAN BUREN 1",-91.0106,36.9986,151,"COOP","238569"
"238571","VAN BUREN RA",-91.0186,36.9753,305,"COOP","238571"
"238733","WARSAW 1",-93.3667,38.2500,215,"COOP","238733"
"238738","WARSAW 2",-93.3667,38.2500,192,"COOP","238738"
"238768","WAVERLY",-93.5167,39.2167,244,"COOP","238768"
"238791","WEBSTER GROV",-90.3667,38.5667,189,"COOP","238791"
"238995","WILLOW SPRG",-91.9914,36.9811,399,"COOP","238995"
"250145","ALMA",-99.3667,40.1000,610,"COOP","250145"
"250427","ATLANTA 2 WN",-99.4992,40.3794,716,"COOP","250427"
"250620","BEATRICE",-96.7500,40.2500,372,"COOP","250620"
"250680","BEEMER",-96.8108,41.9325,415,"COOP","250680"
"250770","BENNET",-96.5064,40.6794,390,"COOP","250770"
"250930","BLAIR",-96.1406,41.5536,332,"COOP","250930"
"251045","BOX BUTTE EX",-102.9500,42.1333,1226,"COOP","251045"
"251052","BOYS TOWN",-96.1419,41.2622,378,"COOP","251052"
"251130","BREWSTER",-99.8628,41.9375,760,"COOP","251130"
"251660","CLARKSON",-97.1256,41.7239,472,"COOP","251660"
"251835","COMSTOCK",-99.2372,41.5569,687,"COOP","251835"
"252025","CRETE 2 S",-96.9592,40.5964,415,"COOP","252025"
"252646","ELLSWORTH 24",-102.1500,42.3833,1177,"COOP","252646"
"252706","EMERALD 1 W",-96.8458,40.8481,387,"COOP","252706"
"252806","EWING 12 S",-98.3833,42.0833,595,"COOP","252806"
"252935","FIRTH",-96.6081,40.5350,408,"COOP","252935"
"253015","FORT ROBINSO",-103.4683,42.6672,1158,"COOP","253015"
"253035","FRANKLIN",-98.9667,40.1000,577,"COOP","253035"
"253165","GAVINS POINT",-97.4733,42.8456,383,"COOP","253165"
"253540","HALSEY 2 W",-100.3167,41.9000,824,"COOP","253540"
"253581","HARBINE 1 WS",-97.0000,40.1833,445,"COOP","253581"
"253800","HERMAN",-96.2167,41.6667,336,"COOP","253800"
"254100","HYANNIS",-101.7500,42.0000,1149,"COOP","254100"
"254540","KRAMER",-96.8667,40.5833,418,"COOP","254540"
"254604","LAMAR 3 SSE",-101.9694,40.5303,1079,"COOP","254604"
"254655","LAUREL",-97.0911,42.4264,454,"COOP","254655"
"254790","LINCOLN AGRO",-96.6167,40.8500,366,"COOP","254790"
"254800","LINCOLN COLL",-96.6500,40.7667,363,"COOP","254800"
"254986","LOUP CITY 6",-98.9222,41.3611,677,"COOP","254986"
"255370","MEADOW GROVE",-97.7386,42.0292,497,"COOP","255370"
"255555","MINATARE DAM",-103.4842,41.9178,1263,"COOP","255555"
"255590","MITCHELL 5 E",-103.7008,41.9481,1244,"COOP","255590"
"255700","MULLEN",-101.0500,42.0500,992,"COOP","255700"
"255702","MULLEN 21 NW",-101.3364,42.2506,1055,"COOP","255702"
"255805","NEBRASKA CIT",-95.8833,40.6833,323,"COOP","255805"
"255860","NENZEL 20 S",-101.1667,42.6500,939,"COOP","255860"
"255990","NORFOLK",-97.4167,42.0333,467,"COOP","255990"
"256018","NE NEBRASKA",-96.9578,42.3803,445,"COOP","256018"
"256245","OMAHA RIVER",-95.9167,41.2667,289,"COOP","256245"
"256335","ORD",-98.9333,41.6000,631,"COOP","256335"
"256376","OSCEOLA 9 W",-97.7167,41.1833,525,"COOP","256376"
"256735","PILGER",-97.0561,42.0067,429,"COOP","256735"
"257030","RANDOLPH",-97.3500,42.3667,500,"COOP","257030"
"258065","SPRAGUE",-96.7333,40.6333,381,"COOP","258065"
"258110","STANTON",-97.2222,41.9564,469,"COOP","258110"
"258120","STAPLEHURST",-97.1667,40.9667,453,"COOP","258120"
"258130","STAPLETON 5",-100.4667,41.4167,921,"COOP","258130"
"258650","TRYON",-100.9583,41.5522,990,"COOP","258650"
"258685","ULYSSES 3 NN",-97.2000,41.1000,464,"COOP","258685"
"258790","VALPARAISO",-96.8333,41.0833,399,"COOP","258790"
"258905","WAHOO",-96.6222,41.2214,372,"COOP","258905"
"258980","WATERLOO",-96.2833,41.2833,340,"COOP","258980"
"259266","WHITMAN 24 N",-101.4333,42.4000,1049,"COOP","259266"
"259335","WINNEBAGO",-96.4667,42.2500,363,"COOP","259335"
"259355","WINSIDE",-97.1758,42.1764,485,"COOP","259355"
"290525","ARCH",-103.1436,34.1078,1175,"COOP","290525"
"291269","BUEYEROS 4 N",-103.7333,36.0167,1427,"COOP","291269"
"291332","CAMERON",-103.4428,34.9039,1396,"COOP","291332"
"291452","CAPULIN 6 SS",-103.9500,36.6667,2102,"COOP","291452"
"291881","CLAYTON 9 SS",-103.1000,36.3333,1495,"COOP","291881"
"292207","CROSSROADS 2",-103.3403,33.5133,1261,"COOP","292207"
"292453","DES MOINES",-103.8333,36.7500,2018,"COOP","292453"
"293231","FLOYD",-103.5500,34.2167,1312,"COOP","293231"
"294306","IONE",-103.3000,35.7500,1434,"COOP","294306"
"295056","LOGAN",-103.4167,35.3667,1168,"COOP","295056"
"295204","LOVINGTON 2",-103.3833,32.9667,1190,"COOP","295204"
"295370","MALJAMAR",-103.7625,32.8567,1266,"COOP","295370"
"296040","NARA VISA",-103.1000,35.6167,1278,"COOP","296040"
"296258","OBAR",-103.2000,35.5500,1251,"COOP","296258"
"296659","PEARL",-103.3833,32.6500,1127,"COOP","296659"
"296728","PENNINGTON",-103.5833,36.3167,1708,"COOP","296728"
"297026","PORTER 2 E",-103.2833,35.2333,1243,"COOP","297026"
"297168","QUAY 2 S",-103.7500,34.9000,1312,"COOP","297168"
"298187","SEDAN 7 NW",-103.2167,36.2000,1455,"COOP","298187"
"299245","UNION VALLEY",-103.6333,33.7667,1373,"COOP","299245"
"320005","ABERCROMBIE",-96.7333,46.4500,285,"COOP","320005"
"320136","ALMONT 7 W",-101.6500,46.7167,702,"COOP","320136"
"320196","AMENIA",-97.2167,47.0000,293,"COOP","320196"
"320639","BELFIELD 1 S",-103.1833,46.8833,793,"COOP","320639"
"320796","BISBEE 6 NE",-99.3667,48.6167,485,"COOP","320796"
"320827","BISMARCK 7 N",-100.6344,46.8464,552,"COOP","320827"
"320961","BOWBELLS",-102.2500,48.8008,597,"COOP","320961"
"320998","BOWMAN 11 SE",-103.3000,46.0333,863,"COOP","320998"
"321288","CANDO 1 E",-99.1831,48.4878,455,"COOP","321288"
"321360","CARRINGTON",-99.1294,47.4494,483,"COOP","321360"
"321370","CARSON",-101.5714,46.4206,704,"COOP","321370"
"322298","DRAKE",-100.3667,47.9167,500,"COOP","322298"
"322312","DRAYTON",-97.1808,48.5608,244,"COOP","322312"
"322472","ECKMAN 2 SE",-101.0167,48.6500,458,"COOP","322472"
"322482","EDGELEY 3 WN",-98.7661,46.3694,475,"COOP","322482"
"322695","ENDERLIN 2 W",-97.6400,46.6172,351,"COOP","322695"
"322735","EPPING",-103.3667,48.2833,677,"COOP","322735"
"323009","FLASHER 4 SE",-101.2000,46.4000,573,"COOP","323009"
"323309","GACKLE",-99.1383,46.6275,595,"COOP","323309"
"323529","GOLDEN VALLE",-102.0706,47.1550,567,"COOP","323529"
"323686","GRANVILLE",-100.8439,48.2675,460,"COOP","323686"
"323736","GRENORA",-103.9333,48.6167,649,"COOP","323736"
"323846","HALLIDAY",-102.3372,47.3544,640,"COOP","323846"
"323908","HANKINSON",-96.9000,46.0667,326,"COOP","323908"
"324178","HETTINGER",-102.6442,45.9925,817,"COOP","324178"
"324343","HURDSFIELD 8",-100.0167,47.3500,609,"COOP","324343"
"324726","KILLDEER 8 N",-102.8333,47.4667,731,"COOP","324726"
"325013","LARIMORE",-97.6261,47.9128,345,"COOP","325013"
"325434","MADDOCK",-99.5167,47.9667,491,"COOP","325434"
"325660","MAYVILLE",-97.3514,47.4989,288,"COOP","325660"
"325764","MC VILLE",-98.1817,47.7619,447,"COOP","325764"
"326195","MUNICH 1 SSW",-98.9167,48.5167,459,"COOP","326195"
"326383","NEW TOWN 4 W",-102.5833,47.9833,573,"COOP","326383"
"326857","PARK RIVER",-97.7500,48.4000,296,"COOP","326857"
"326867","PARSHALL",-102.1333,47.9500,609,"COOP","326867"
"327047","PETTIBONE",-99.5333,47.1167,564,"COOP","327047"
"327201","PORTAL",-102.5500,49.0000,595,"COOP","327201"
"327281","POWERS LAKE",-102.6467,48.5722,672,"COOP","327281"
"327452","REEDER 13 N",-102.9511,46.2856,840,"COOP","327452"
"327824","SAN HAVEN",-100.0333,48.8333,586,"COOP","327824"
"327952","SELFRIDGE 2",-100.9167,46.0667,665,"COOP","327952"
"327986","SHARON",-97.9000,47.5983,457,"COOP","327986"
"328850","TUTTLE",-100.0000,47.1333,573,"COOP","328850"
"329100","WAHPETON 3 N",-96.6108,46.3233,291,"COOP","329100"
"329155","WALHALLA 1 S",-97.9181,48.9133,287,"COOP","329155"
"329185","WARWICK",-98.7000,47.8500,451,"COOP","329185"
"329233","WATFORD CITY",-103.2892,47.8039,661,"COOP","329233"
"340193","ALVA 1 NE",-98.6447,36.8186,398,"COOP","340193"
"340260","APACHE",-98.3594,34.8958,390,"COOP","340260"
"340391","ATOKA",-96.1400,34.3983,172,"COOP","340391"
"340466","BAIRD 4 N",-98.1667,34.5333,332,"COOP","340466"
"340535","BARNSDALL",-96.1664,36.5653,235,"COOP","340535"
"340584","BEAR MOUNTAI",-94.9519,34.1394,244,"COOP","340584"
"340782","BIXBY",-95.8833,35.9833,184,"COOP","340782"
"340814","BLACKWELL 1",-97.3000,36.8000,317,"COOP","340814"
"340980","BOSWELL 1 S",-95.8722,34.0211,152,"COOP","340980"
"341067","BRAGGS",-95.2000,35.6667,173,"COOP","341067"
"341157","BROKEN ARROW",-95.8167,36.0333,210,"COOP","341157"
"341168","BROKEN BOW D",-94.7000,34.1333,135,"COOP","341168"
"341396","CAMARGO",-99.2833,36.0167,592,"COOP","341396"
"341445","CANTON",-98.5900,36.0617,485,"COOP","341445"
"341499","CARNASAW TOW",-94.6378,34.1442,305,"COOP","341499"
"341504","CARNEGIE 5 N",-98.5794,35.1756,451,"COOP","341504"
"341738","CHEYENNE",-99.6833,35.6000,611,"COOP","341738"
"341747","CHICKASHA",-97.9500,35.0333,332,"COOP","341747"
"341900","CLEVELAND",-96.4667,36.3000,242,"COOP","341900"
"341927","CLOUD CHIEF",-98.8167,35.2333,458,"COOP","341927"
"341954","COALGATE 1 W",-96.2333,34.5500,186,"COOP","341954"
"342341","DACOMA 2 NE",-98.5500,36.6833,429,"COOP","342341"
"342836","ELDORADO",-99.6500,34.4667,445,"COOP","342836"
"342993","EUFAULA 6 SS",-95.5903,35.1931,182,"COOP","342993"
"343047","FAIRVIEW",-98.4833,36.2667,397,"COOP","343047"
"343083","FARRIS 3 WNW",-95.9167,34.2667,155,"COOP","343083"
"343182","FLASHMAN TOW",-95.0000,34.4833,534,"COOP","343182"
