AQC00914000         683P
USC00401663         147S
USC00401790         148S
USC00401808         152S
USC00401950         176P
USC00401957         159S
USC00402009         158C
USC00402108         173C
USC00402202         164S
USC00402360         157S
USC00402388         144P
USC00402489         160S
USC00402589         158S
USC00402600         163S
USC00402806          96S
USC00402934          92S
USC00403074         163S
USC00403280         153S
USC00403370         160P
USC00403420         136S
USC00403679          91S
USC00404417         153C
USC00404561         157S
USC00404590         149S
USC00404613         104S
USC00404858          81S
USC00404871         147S
USC00404876         143S
USC00404946         144S
USC00405040         143P
USC00405089         193S
USC00405108         149S
USC00405118         145S
USC00405158         134S
USC00405187         154S
USC00405210         161P
USC00405278         174S
USC00405332         149S
USC00405525         171P
USC00405681         156S
USC00405882         139C
USC00405956         170P
USC00406012         153S
USC00406162         192S
USC00406170         171S
USC00406271         100S
USC00406272          97P
USC00406292         108P
USC00406340         220P
USC00406371         157C
USC00406403         135P
USC00406435         157S
USC00406471         165P
USC00406493         140S
USC00406534          92S
USC00406619         145S
USC00406803         130S
USC00406806         143P
USC00406829         157S
USC00406861         125P
USC00406977         156S
USC00407184         144S
USC00407359         140S
USC00407459         176S
USC00407710         178P
USC00407834         174S
USC00407884         121C
USC00408108         179S
USC00408160         177S
USC00408179         105S
USC00408246         161S
USC00408405         148C
USC00408445         189P
USC00408522         151S
USC00408562         139C
USC00408609         165P
USC00408868         120S
USC00409155         176S
USC00409219         154S
USC00409492         176P
USC00409502         188S
USC00409800         145P
USC00409866         157S
USC00410012          49S
USC00410025          63P
USC00410040          72P
USC00410120          94S
USC00410129         107P
USC00410174          31P
USC00410190         143S
USC00410202         116P
USC00410204         169P
USC00410225          50S
USC00410235         173S
USC00410246          99S
USC00410248          36S
USC00410257         178S
USC00410262         138P
USC00410268          78P
USC00410271          99C
USC00410297         107P
USC00410305         121S
USC00410313          88S
USC00410337         122S
USC00410394          62S
USC00410404         137S
USC00410408         170P
USC00410482          37C
USC00410493          66S
USC00410498          26S
USC00410509          96P
USC00410518         116C
USC00410560          80P
USC00410569         158P
USC00410586         185S
USC00410611         194S
USC00410613         178S
USC00410639          92S
USC00410655         125S
USC00410660         118P
USC00410691         104S
USC00410708          70P
USC00410738         105S
USC00410764          30P
USC00410779          49P
USC00410787          86P
USC00410832         101S
USC00410902         114S
USC00410923         144P
USC00410944          55S
USC00410950          17P
USC00410958          55S
USC00410984         109S
USC00410991         172P
USC00411000          49S
USC00411013          71P
USC00411017          77S
USC00411026         127P
USC00411033          40S
USC00411035         102S
USC00411042          91S
USC00411045         122C
USC00411048         135C
USC00411063         107S
USC00411089         172S
USC00411128          47C
USC00411138          95S
USC00411215         103S
USC00411239          88S
USC00411246         103P
USC00411250         100S
USC00411314         126S
USC00411337          77S
USC00411348         115P
USC00411398          81S
USC00411412          56P
USC00411416          25S
USC00411425         140P
USC00411429         108S
USC00411430          51S
USC00411486          54S
USC00411490         129P
USC00411492          84P
USC00411500         171S
USC00411524          18S
USC00411528          55P
USC00411541         118S
USC00411578         175C
USC00411580          86C
USC00411596         143C
USC00411625         106S
USC00411649          60P
USC00411659          80P
USC00411663          82S
USC00411671         122P
USC00411694          66P
USC00411711         189P
USC00411715          47S
USC00411720          75S
USC00411772         154S
USC00411778          58P
USC00411800         112C
USC00411804         119P
USC00411810         168S
USC00411838         149S
USC00411870         158P
USC00411875          87S
USC00411903          53P
USC00411911         144S
USC00411914          98P
USC00411920         108P
USC00411921         151P
USC00411946          42S
USC00411956         149S
USC00411974          53S
USC00411990         111S
USC00411995          88P
USC00412012          21P
USC00412017         190P
USC00412019         129S
USC00412020         124P
USC00412080         113P
USC00412082          34P
USC00412086         104P
USC00412088         104P
USC00412096          99C
USC00412114         145S
USC00412121          66S
USC00412125          78P
USC00412160          59S
USC00412173         120S
USC00412206         153S
USC00412218         151S
USC00412225         158S
USC00412235          36P
USC00412266         140S
USC00412282          64S
USC00412334         123C
USC00412352         174P
USC00412354          17S
USC00412361          54P
USC00412394         121P
USC00412404         115S
USC00412408          47P
USC00412417          78S
USC00412444         148S
USC00412458          69P
USC00412462         115P
USC00412464          54S
USC00412558         155P
USC00412585         102P
USC00412598         114S
USC00412617          38S
USC00412621          69S
USC00412633          78S
USC00412677         111P
USC00412679          57S
USC00412715          84S
USC00412768         129P
USC00412770         144P
USC00412794          16P
USC00412818          93P
USC00412820         105C
USC00412824          60S
USC00412902         148S
USC00412906          66P
USC00412925         127P
USC00413000         194P
